"lga_id","num_existing_schools","num_existing_classrooms","total_teachers","primary_js","improved_functional_water_numerator","improved_functional_water_denominator","improved_functional_water_percent","improved_sanitation_numerator","improved_sanitation_denominator","improved_sanitation_percent","phcn_electricity_numerator","phcn_electricity_denominator","phcn_electricity_percent","num_classrm_w_chalkboard_numerator","num_classrm_w_chalkboard_denominator","num_classrm_w_chalkboard_percent","num_tchrs_with_nce_numerator","num_tchrs_with_nce_denominator","num_tchrs_with_nce_percent","lga","state","zone","pop_2006"
673,31,159,316,31,5,31,17,15,31,49,0,31,0,140,31,452,74,31,239,"Shanga","Kebbi","Northwest",127146
674,56,317,518,54,2,56,4,11,56,20,0,56,0,0,56,0,386,56,690,"Shani","Borno","Northeast",102317
675,123,675,960,112,27,123,22,40,123,33,6,123,5,62,123,51,321,123,261,"Shanono","Kano","Northwest",140607
676,66,438,664,52,11,66,17,23,66,35,3,66,5,264,66,400,375,66,569,"Shelleng","Adamawa","Northeast",149069
677,188,1231,1381,171,32,188,18,35,188,19,7,188,4,879,188,468,1105,188,588,"Shendam","Plateau","North-Central",208017
678,77,530,821,70,15,77,20,36,77,47,4,77,6,407,77,529,343,77,446,"Shinkafi","Zamfara","Northwest",135649
679,34,1177,147,31,14,34,42,16,34,48,7,34,21,142,34,418,117,34,345,"Shira","Bauchi","Northeast",234014
680,175,1946,2058,160,42,175,24,45,175,26,27,175,16,459,175,263,1002,175,573,"Shiroro","Niger","North-Central",235404
681,52,272,355,46,8,52,16,17,52,33,13,52,25,220,52,424,204,52,393,"Shongom","Gombe","Northeast",151520
682,91,1253,1909,71,46,91,51,80,91,88,78,91,86,1048,91,1152,774,91,851,"Shomolu","Lagos","Southwest",402673
683,85,1406,394,61,9,85,11,15,85,18,8,85,10,1260,85,1483,85,85,100,"Silame","Sokoto","Northwest",104378
684,174,782,1316,164,38,174,22,72,174,42,10,174,6,588,174,338,631,174,363,"Soba","Kaduna","Northwest",293270
685,33,501,1040,23,1,33,4,26,33,79,22,33,67,429,33,1300,563,33,1707,"Sokoto North","Sokoto","Northwest",232846
686,29,611,844,21,3,29,11,29,29,100,27,29,94,538,29,1856,571,29,1969,"Sokoto South","Sokoto","Northwest",194914
687,105,655,983,99,0,105,0,49,105,47,12,105,12,0,105,0,0,105,0,"Song","Adamawa","Northeast",192697
688,169,1192,966,167,8,169,5,35,169,21,5,169,3,0,169,0,534,169,316,"Southern Ijaw","Bayelsa","South-South",319413
689,110,3008,1666,92,29,110,27,62,110,57,61,110,56,808,110,735,929,110,845,"Suleja","Niger","North-Central",216578
690,102,565,574,98,31,102,31,29,102,29,6,102,6,0,102,0,297,102,292,"Sule Tankakar","Jigawa","Northwest",130849
691,81,506,696,74,33,81,41,36,81,45,7,81,9,288,81,356,231,81,286,"Sumaila","Kano","Northwest",253661
692,85,518,634,82,20,85,24,35,85,42,8,85,10,0,85,0,258,85,304,"Suru","Kebbi","Northwest",150230
693,125,846,1086,115,19,125,16,25,125,20,13,125,11,671,125,537,623,125,499,"Surulere","Oyo","Southwest",142070
694,131,1505,1850,101,58,131,45,112,131,86,96,131,74,1313,131,1003,663,131,507,"Surulere","Lagos","Southwest",503975
695,61,464,587,53,22,61,37,27,61,45,21,61,35,355,61,582,289,61,474,"Tafa","Niger","North-Central",83544
696,40,191,285,37,7,40,18,2,40,5,1,40,3,97,40,243,138,40,345,"Tafawa-Balewa","Bauchi","Northeast",219988
697,41,1283,320,30,7,41,18,11,41,27,10,41,25,194,41,474,188,41,459,"Tai","Rivers","South-South",117797
698,88,629,612,87,30,88,35,43,88,49,8,88,10,0,88,0,143,88,163,"Takai","Kano","Northwest",202743
699,129,1066,1146,125,32,129,25,33,129,26,8,129,7,19,129,15,693,129,538,"Takum","Taraba","Northeast",135349
700,106,626,1187,84,29,106,28,30,106,29,9,106,9,483,106,456,589,106,556,"Talata-Mafara","Zamfara","Northwest",215178
701,107,830,1211,107,21,107,20,19,107,18,16,107,15,0,107,0,441,107,413,"Tambuwal","Sokoto","Northwest",224931
702,79,368,482,77,10,79,13,24,79,31,8,79,11,232,79,294,65,79,83,"Tangaza","Sokoto","Northwest",113853
703,70,755,1504,61,23,70,33,50,70,72,45,70,65,533,70,762,823,70,1176,"Tarauni","Kano","Northwest",221367
704,100,748,785,90,31,100,31,48,100,48,18,100,18,510,100,510,552,100,552,"Tarka","Benue","North-Central",79494
705,36,2185,179,30,11,36,31,18,36,50,0,36,0,2138,36,5939,89,36,248,"Tarmuwa","Yobe","Northeast",77204
706,76,1362,489,59,45,76,60,40,76,53,13,76,18,1232,76,1622,254,76,335,"Taura","Jigawa","Northwest",131757
707,91,2404,704,83,10,91,11,24,91,27,0,91,0,247,91,272,279,91,307,"Teungo","Adamawa","Northeast",52040
708,77,429,668,72,29,77,38,42,77,55,32,77,42,303,77,394,284,77,369,"Tofa","Kano","Northwest",97734
709,122,900,1202,89,46,122,38,40,122,33,26,122,22,727,122,596,803,122,659,"Toro","Bauchi","Northeast",350404
710,139,900,1456,139,19,139,14,18,139,13,1,139,1,0,139,0,654,139,471,"Toto","Nasarawa","North-Central",119077
711,117,1647,971,104,25,117,22,28,117,24,10,117,9,458,117,392,555,117,475,"Tsafe","Zamfara","Northwest",266008
712,139,688,860,128,63,139,46,50,139,36,47,139,34,437,139,315,323,139,233,"Tsanyawa","Kano","Northwest",157680
713,141,646,1234,124,23,141,17,37,141,27,12,141,9,459,141,326,397,141,282,"Tudun-Wada","Kano","Northwest",231742
714,59,1267,348,55,8,59,14,41,59,70,6,59,11,210,59,356,129,59,219,"Tureta","Sokoto","Northwest",68370
715,112,1136,1618,104,6,112,6,37,112,34,22,112,20,2301,112,2055,1066,112,952,"Udenu","Enugu","Southeast",178466
716,152,2169,1953,131,23,152,16,50,152,33,57,152,38,642,152,423,1058,152,697,"Udi","Enugu","Southeast",234002
717,133,1557,2353,119,50,133,38,67,133,51,73,133,55,1052,133,791,1253,133,943,"Udu","Delta","South-South",143361
718,14,170,164,12,3,14,22,10,14,72,2,14,15,82,14,586,139,14,993,"Udung Uko","Akwa Ibom","South-South",53278
719,198,2975,3158,196,78,198,40,96,198,49,91,198,46,1497,198,757,1491,198,754,"Ughelli North","Delta","South-South",321028
720,101,1017,1745,94,22,101,22,39,101,39,38,101,38,544,101,539,984,101,975,"Ughelli South","Delta","South-South",213576
721,39,2501,577,37,11,39,29,16,39,42,9,39,24,152,39,390,432,39,1108,"Ugwunagbo","Abia","Southeast",82618
722,66,519,729,63,11,66,17,13,66,20,8,66,13,337,66,511,626,66,949,"Uhunmwonde","Edo","South-South",120813
723,84,1826,1040,77,12,84,15,63,84,75,6,84,8,2239,84,2666,749,84,892,"Ukanafun","Akwa Ibom","South-South",127033
724,187,1106,1398,175,32,187,18,43,187,23,12,187,7,1583,187,847,1076,187,576,"Ukum","Benue","North-Central",216930
725,22,223,296,21,4,22,19,8,22,37,2,22,10,87,22,396,203,22,923,"Ukwa East","Abia","Southeast",58865
726,22,205,267,19,3,22,14,11,22,50,14,22,64,101,22,460,157,22,714,"Ukwa West","Abia","Southeast",88555
727,98,1047,1271,85,49,98,50,46,98,47,20,98,21,0,98,0,628,98,641,"Ukwuani","Delta","South-South",120390
728,76,996,1493,65,25,76,33,47,76,62,33,76,44,657,76,865,632,76,832,"Umuahia North","Abia","Southeast",220660
729,53,691,1049,49,13,53,25,36,53,68,11,53,21,235,53,444,556,53,1050,"Umuahia South","Abia","Southeast",138570
730,63,679,969,61,3,63,5,30,63,48,16,63,26,222,63,353,658,63,1045,"Umu-Neochi","Abia","Southeast",163928
731,48,1448,727,35,22,48,46,38,48,80,14,48,30,1366,48,2846,285,48,594,"Ungogo","Kano","Northwest",369657
732,51,487,427,51,11,51,22,26,51,51,9,51,18,0,51,0,228,51,448,"Unuimo","Imo","Southeast",99247
733,78,953,989,71,20,78,26,57,78,74,26,78,34,459,78,589,491,78,630,"Uruan","Akwa Ibom","South-South",118300
734,34,342,487,27,5,34,15,25,34,74,13,34,39,110,34,324,314,34,924,"Urue Offong/Oruko","Akwa Ibom","South-South",71159
735,156,2091,1292,137,48,156,31,63,156,41,8,156,6,855,156,549,908,156,583,"Ushongo","Benue","North-Central",188341
736,151,1033,1137,124,24,151,16,27,151,18,1,151,1,500,151,332,748,151,496,"Ussa","Taraba","Northeast",92017
737,256,3309,4882,243,178,256,70,218,256,86,212,256,83,3014,256,1178,2062,256,806,"Uvwie","Delta","South-South",191472
738,9,229,349,7,6,9,67,7,9,78,8,9,89,172,9,1912,102,9,1134,"Uyo","Akwa Ibom","South-South",309573
739,72,442,793,68,4,72,6,13,72,19,9,72,13,138,72,192,563,72,782,"Uzo Uwani","Enugu","Southeast",124480
740,135,1177,1331,121,30,135,23,41,135,31,12,135,9,718,135,532,939,135,696,"Vandeikya","Benue","North-Central",230120
741,68,383,698,61,8,68,12,31,68,46,11,68,17,236,68,348,363,68,534,"Wammako","Sokoto","Northwest",179619
742,184,1324,1890,171,22,184,12,47,184,26,25,184,14,298,184,162,1155,184,628,"Wamba","Nasarawa","North-Central",72894
743,114,1437,739,107,26,114,23,68,114,60,14,114,13,1309,114,1149,301,114,265,"Warawa","Kano","Northwest",128787
744,84,363,669,69,20,84,24,36,84,43,4,84,5,277,84,330,393,84,468,"Warji","Bauchi","Northeast",114720
745,56,343,300,53,7,56,13,14,56,25,5,56,9,197,56,352,159,56,284,"Warri North","Delta","South-South",137300
746,90,2145,2067,87,54,90,60,67,90,75,62,90,69,848,90,943,1043,90,1159,"Warri South","Delta","South-South",303417
747,45,363,521,42,8,45,18,16,45,36,4,45,9,0,45,0,293,45,652,"Warri South West","Delta","South-South",116681
748,117,638,835,103,31,117,27,58,117,50,4,117,4,395,117,338,420,117,359,"Wasagu/Danko","Kebbi","Northwest",265203
749,160,857,1417,140,13,160,9,13,160,9,4,160,3,296,160,185,874,160,547,"Wase","Plateau","North-Central",161714
750,110,702,934,103,28,110,26,70,110,64,27,110,25,450,110,410,358,110,326,"Wudil","Kano","Northwest",185189
752,76,346,374,70,14,76,19,25,76,33,8,76,11,217,76,286,170,76,224,"Wurno","Sokoto","Northwest",162307
753,78,552,467,76,10,78,13,20,78,26,7,78,9,0,78,0,154,78,198,"Wushishi","Niger","North-Central",81783
754,68,282,459,38,8,68,12,29,68,43,17,68,25,2170,68,3192,158,68,233,"Yabo","Sokoto","Northwest",115011
755,74,613,1052,62,19,74,26,38,74,52,19,74,26,498,74,673,659,74,891,"Yagba East","Kogi","North-Central",149023
756,89,766,1168,64,33,89,38,36,89,41,28,89,32,537,89,604,788,89,886,"Yagba West","Kogi","North-Central",140150
757,93,3959,1887,84,30,93,33,57,93,62,35,93,38,549,93,591,962,93,1035,"Yakurr","Cross River","South-South",196450
758,145,1342,1452,142,51,145,36,45,145,32,11,145,8,0,145,0,814,145,562,"Yala","Cross River","South-South",210843
759,121,695,1415,88,25,121,21,58,121,48,25,121,21,489,121,405,734,121,607,"Yalmatu/Deba","Gombe","Northeast",255248
760,46,244,413,32,19,46,42,20,46,44,4,46,9,196,46,427,184,46,400,"Yankwashi","Jigawa","Northwest",95759
761,41,287,545,36,11,41,27,20,41,49,7,41,18,196,41,479,300,41,732,"Yauri","Kebbi","Northwest",88777
762,88,9488,1264,49,14,88,16,39,88,45,36,88,41,338,88,385,528,88,600,"Yenagoa","Bayelsa","South-South",353344
763,50,861,1712,38,20,50,40,37,50,74,40,50,80,639,50,1278,1165,50,2330,"Yola North","Adamawa","Northeast",198247
764,98,22694,2034,75,24,98,25,62,98,64,36,98,37,12574,98,12831,1161,98,1185,"Yola South","Adamawa","Northeast",194607
765,37,232,509,34,7,37,19,9,37,25,0,37,0,167,37,452,311,37,841,"Yorro","Taraba","Northeast",89410
766,53,269,257,52,15,53,29,19,53,36,1,53,2,0,53,0,68,53,129,"Yunusari","Yobe","Northeast",125821
767,13,53,43,11,5,13,39,3,13,24,0,13,0,40,13,308,9,13,70,"Yusufari","Yobe","Northeast",111086
769,92,629,902,75,19,92,21,37,92,41,8,92,9,377,92,410,215,92,234,"Zango","Katsina","Northwest",154743
770,211,1203,1346,207,14,211,7,20,211,10,14,211,7,750,211,356,952,211,452,"Zangon Kataf","Kaduna","Northwest",316370
771,128,962,2156,115,46,128,36,89,128,70,36,128,29,862,128,674,1579,128,1234,"Zaria","Kaduna","Northwest",408198
772,69,1403,702,62,16,69,24,23,69,34,3,69,5,214,69,311,367,69,532,"Zing","Taraba","Northeast",127363
773,113,595,610,113,28,113,25,54,113,48,4,113,4,0,113,0,333,113,295,"Zurmi","Zamfara","Northwest",293837
774,73,526,1128,70,20,73,28,29,73,40,6,73,9,413,73,566,590,73,809,"Zuru","Kebbi","Northwest",165547
